PicoQuant CPDL-S-F

HW-Rev.:	PQ.033.5200.0101
Serial-Num.:	916065:01037578
Ser.-Num. SEED LD:	21391:01035837
Ser.-Num. PUMP LD:	xxxxx:xxxxxxxx
Production Date:	03.04.2019
FW-Version:	0.98

Date	Time	STATE	SysHour	SysTemp	VCCIN	CURIN	PWRIN	SOURCE	EXT	INT	VCC	BOOST	REG	NBA	NBB	TEMP	setNBA	setNBB	setSMF	setSEF	setSEV	setSEC		Main power supply pump	Voltage at monitor diode	Pump temperature	Pump current	Stored value for REG	Stored value for Offset	Stored seed temperature	Stored pump temperature	Stored pump current
			h	oC	mV	mA	mW		Hz	Hz	mV	mV	mV	mV	mV	oC	mV	mV	Hz	Hz	mV			--	--	--	--	--	--	--	--	--
2019-10-08	11:05:58.087	WORKING	0000000473	25580	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03517	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:05:59.261	WORKING	0000000473	25580	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03514	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:00.432	WORKING	0000000473	25580	12257	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03512	03518	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:01.605	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03512	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:02.776	WORKING	0000000473	25580	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03521	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:03.948	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:05.122	WORKING	0000000473	25580	12252	00831	10181	INT	0000000000	0080000000	04994	30539	24428	03514	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:06.296	WORKING	0000000473	25580	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03514	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:07.467	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03515	03518	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:08.639	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24428	03522	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:09.813	WORKING	0000000473	25580	12261	00837	10262	INT	0000000000	0080000000	04992	30539	24420	03518	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:10.985	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:12.157	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30547	24420	03523	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:13.329	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03518	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:14.501	WORKING	0000000473	25580	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24428	03522	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:15.675	WORKING	0000000473	25825	12261	00837	10262	INT	0000000000	0080000000	04992	30539	24420	03521	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:16.849	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03515	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:18.023	WORKING	0000000473	25580	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03515	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:19.196	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04994	30547	24428	03518	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:20.368	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04994	30539	24428	03511	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:21.541	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24428	03521	03518	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:22.715	WORKING	0000000473	25580	12257	00831	10185	INT	0000000000	0080000000	04992	30531	24420	03518	03521	46984	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:23.887	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04994	30539	24428	03512	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:25.059	WORKING	0000000473	25825	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24428	03522	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:26.232	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04994	30539	24420	03519	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:27.404	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03519	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:28.577	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03521	03526	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:29.750	WORKING	0000000473	25825	12261	00837	10262	INT	0000000000	0080000000	04992	30547	24420	03522	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:30.925	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03518	03518	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:32.099	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24420	03514	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:33.271	WORKING	0000000473	25580	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03515	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:34.443	WORKING	0000000473	25580	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03517	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:35.616	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04994	30547	24420	03514	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:36.790	WORKING	0000000473	25580	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03515	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:37.963	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24428	03518	03518	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:39.135	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03518	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:40.306	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03515	03525	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:41.478	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03519	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:42.649	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04994	30539	24428	03518	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:43.820	WORKING	0000000473	25580	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03508	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:44.992	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03527	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:46.165	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24420	03521	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:47.337	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04994	30531	24428	03517	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:48.508	WORKING	0000000473	25580	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24428	03512	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:49.681	WORKING	0000000473	25825	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24420	03515	03517	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:50.853	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03518	03518	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:52.025	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03518	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:53.197	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03515	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:54.370	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03521	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:55.542	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03514	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:56.713	WORKING	0000000473	26071	12261	00837	10262	INT	0000000000	0080000000	04992	30539	24428	03521	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:57.884	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03514	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:06:59.057	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03519	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:00.231	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04994	30539	24420	03511	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:01.402	WORKING	0000000473	25825	12247	00837	10250	INT	0000000000	0080000000	04992	30547	24420	03514	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:02.575	WORKING	0000000473	25825	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03519	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:03.749	WORKING	0000000473	26071	12261	00831	10188	INT	0000000000	0080000000	04992	30539	24420	03518	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:04.922	WORKING	0000000473	25825	12261	00837	10262	INT	0000000000	0080000000	04992	30539	24420	03517	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:06.095	WORKING	0000000473	25825	12257	00831	10185	INT	0000000000	0080000000	04994	30539	24428	03517	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:07.270	WORKING	0000000473	25825	12257	00831	10185	INT	0000000000	0080000000	04994	30539	24428	03511	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:08.444	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24420	03519	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:09.614	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03512	03518	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:10.786	WORKING	0000000473	25825	12257	00837	10254	INT	0000000000	0080000000	04992	30539	24420	03514	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:11.957	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04994	30539	24420	03517	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:13.130	WORKING	0000000473	26071	12261	00831	10188	INT	0000000000	0080000000	04992	30539	24428	03519	03518	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:14.301	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24428	03517	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:15.474	WORKING	0000000473	26071	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03517	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:16.646	WORKING	0000000473	26071	12252	00837	10254	INT	0000000000	0080000000	04994	30547	24428	03508	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:17.819	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03519	03526	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:18.990	WORKING	0000000473	26071	12252	00837	10254	INT	0000000000	0080000000	04994	30539	24420	03519	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:20.162	WORKING	0000000473	25825	12261	00831	10188	INT	0000000000	0080000000	04992	30547	24420	03522	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:21.335	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03519	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:22.506	WORKING	0000000473	25825	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:23.678	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30531	24420	03517	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:24.850	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03514	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:26.022	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30547	24428	03522	03518	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:27.195	WORKING	0000000473	26316	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24428	03521	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:28.366	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03517	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:29.539	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03518	03518	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:30.713	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30547	24428	03512	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:31.885	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04994	30547	24420	03515	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:33.055	WORKING	0000000473	26071	12257	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03518	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:34.230	WORKING	0000000473	26316	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24428	03519	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:35.403	WORKING	0000000473	26071	12261	00837	10262	INT	0000000000	0080000000	04992	30539	24420	03514	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:36.576	WORKING	0000000473	26316	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24420	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:37.748	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03512	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:38.920	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24420	03515	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:40.094	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04994	30539	24420	03519	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:41.267	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03511	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:42.439	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04994	30539	24428	03522	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:43.610	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24420	03517	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:44.780	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03514	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:45.951	WORKING	0000000473	25825	12257	00837	10259	INT	0000000000	0080000000	04992	30547	24420	03510	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:47.125	WORKING	0000000473	26071	12252	00831	10185	INT	0000000000	0080000000	04992	30539	24420	03512	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:48.296	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03507	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:49.468	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30547	24420	03519	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:50.641	WORKING	0000000473	26071	12261	00837	10262	INT	0000000000	0080000000	04992	30547	24428	03518	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:51.812	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24436	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:52.985	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03525	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:54.157	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30547	24428	03518	03525	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:55.331	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24428	03515	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:56.503	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24428	03523	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:57.674	WORKING	0000000473	26316	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24420	03525	03519	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:07:58.847	WORKING	0000000473	26316	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03517	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:00.019	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24428	03521	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:01.192	WORKING	0000000473	26071	12257	00837	10181	INT	0000000000	0080000000	04992	30547	24428	03521	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:02.365	WORKING	0000000473	26316	12257	00837	10259	INT	0000000000	0080000000	04992	30547	24428	03517	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:03.538	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24420	03518	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:04.712	WORKING	0000000473	26316	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24428	03515	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:05.882	WORKING	0000000473	26316	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03521	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:07.054	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30547	24428	03517	03519	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:08.227	WORKING	0000000473	26071	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03523	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:09.399	WORKING	0000000473	26316	12257	00837	10259	INT	0000000000	0080000000	04992	30539	24420	03522	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:10.574	WORKING	0000000473	26316	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24420	03521	03525	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:11.746	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30539	24428	03514	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:12.920	WORKING	0000000473	26316	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03517	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:14.093	WORKING	0000000473	26562	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24428	03525	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:15.265	WORKING	0000000473	26071	12257	00837	10259	INT	0000000000	0080000000	04992	30531	24420	03521	03525	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:16.438	WORKING	0000000473	26316	12252	00831	10181	INT	0000000000	0080000000	04992	30547	24428	03521	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:17.610	WORKING	0000000473	26316	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24428	03517	03521	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:18.782	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24428	03522	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:19.954	WORKING	0000000473	26071	12257	00831	10185	INT	0000000000	0080000000	04992	30547	24428	03517	03521	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:21.126	WORKING	0000000473	26071	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24428	03515	03522	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:22.300	WORKING	0000000473	26562	12257	00831	10185	INT	0000000000	0080000000	04992	30539	24420	03522	03523	47025	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:23.473	WORKING	0000000473	26316	12252	00831	10181	INT	0000000000	0080000000	04992	30539	24420	03515	03522	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
2019-10-08	11:08:24.645	WORKING	0000000473	26316	12252	00837	10254	INT	0000000000	0080000000	04992	30547	24428	03523	03523	47004	03499	03499	0101000000	0110000000	24000	00015.500 00000.020 00000.000 00000.000										
